Shot,TS_TRIG,Energy,Fuel,Notes,Mount_Positions,Jack_Height,V_osc,V_amps12,V_amp3,POLY_2_2,POLY_2_3,POLY_3_1,POLY_3_2,POLY_3_3,POLY_3_4,POLY_3_5,POLY_4_1,POLY_4_2,POLY_4_3,POLY_4_4,POLY_4_5,POLY_5_1,POLY_5_2,POLY_5_3,POLY_5_4,POLY_5_5,radius_poly_2,radius_poly_3,radius_poly_4,radius_poly_5,i_tor_max,FIRE_TIME,Energy_Bayes,Pulse_Time,POLY_3_T_e_fixed,POLY_3_T_e_fixed_hpd95low,POLY_3_T_e_fixed_hpd95high,POLY_3_T_e_fixed_Rhat,POLY_3_T_e_drift,POLY_3_T_e_drift_hpd95low,POLY_3_T_e_drift_hpd95high,POLY_3_T_e_drift_Rhat,POLY_3_v_d_drift,POLY_3_v_d_drift_hpd95low,POLY_3_v_d_drift_hpd95high,POLY_3_v_d_drift_Rhat,POLY_4_T_e_fixed,POLY_4_T_e_fixed_hpd95low,POLY_4_T_e_fixed_hpd95high,POLY_4_T_e_fixed_Rhat,POLY_4_T_e_drift,POLY_4_T_e_drift_hpd95low,POLY_4_T_e_drift_hpd95high,POLY_4_T_e_drift_Rhat,POLY_4_v_d_drift,POLY_4_v_d_drift_hpd95low,POLY_4_v_d_drift_hpd95high,POLY_4_v_d_drift_Rhat,POLY_5_T_e_fixed,POLY_5_T_e_fixed_hpd95low,POLY_5_T_e_fixed_hpd95high,POLY_5_T_e_fixed_Rhat,POLY_5_T_e_drift,POLY_5_T_e_drift_hpd95low,POLY_5_T_e_drift_hpd95high,POLY_5_T_e_drift_Rhat,POLY_5_v_d_drift,POLY_5_v_d_drift_hpd95low,POLY_5_v_d_drift_hpd95high,POLY_5_v_d_drift_Rhat
181009012,1.8,,V,"20% banks, trigger timing test. Scope trigger BNCs conneced to ""P CELL SYNC."" nope.",XDGF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,-467.1550376221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009013,1.8,,V,"repeat, triggering scope 3 with ruby photodiode? no response.",XDGF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,12305.361603777299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009014,1.8,,V,ruby laser not active (no key).,XDGF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,12586.634046258501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009015,1.8,,He,plasma. lowered scope trigger level. nope.,XDGF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,13043.9120836352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009016,1.8,,He,"plasma shot, added scope trigger from 4222 channel 2. ",XDGF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,13081.5742297648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009017,1.8,,He,"plasma shot, added scope trigger from 4222 channel 2. ",XDGF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,13258.1192565211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009018,1.8,,He,"plasma shot, digitizing trigger, osc sync., and ""CRO EN MON"" to dial in timing.",XDGF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,13269.6291183122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009019,1.8,,He,"plasma shot, digitizing trigger, osc sync., and ""CRO EN MON"" to dial in timing.",XDGF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,13398.784094221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010007,1.8,,He,plasma. Triggering one scope off of poly 2 channel 3. Ruby mon. not on.,XDGF,1.25,1650,2300,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14264.340191788999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010008,1.8,,He,plasma. Triggering all scopes off of poly 2 channel 3. So much noise on poly 3 scope.,XDGF,1.25,1650,2300,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,17959.0747756897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010009,1.8,,He,plasma. Triggering 3 scopes off of poly 2 channel 3. So much noise on poly 3 scope.,XDGF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14161.7911172906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010010,1.8,,He,plasma. Triggering 3 scopes off of poly 2 channel 2. nothing?,XDGF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14483.0655168476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010011,1.8,,He,"plasma. Triggering scopes off of 4222 channel 2 again, delay 13 us.",XDGF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14276.257018716698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010012,1.8,,He,"plasma. Triggering scopes off of 4222 channel 2 again, delay 13.5 us.",XDGF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14364.828784778401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010013,1.8,,He,Pockel cell had been turned off. On now.,XDGF,1.25,1650,2200,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14222.891963023101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010014,1.8,,He,tweaking scopes.,XDGF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14220.3894725358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010015,1.8,,He,TS_PRETRIG to -1.35 ms.,XDGF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14446.8519300146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010016,2.0,,He,TS_TRIG to 2ms (decay),XDGF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14046.1521620546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010017,2.0,,He,"Power test, energy monitor at laser box exit: 3.26 J",XDGF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14165.0547493127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010018,2.0,,He,"Power test, energy monitor at laser box exit: 3.38 J",XDGF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14538.468899018999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010019,2.0,,He,test burn at chimney outlet collar,XDGF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14364.118702244199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010020,2.0,,He,Power test with old energy monitor - didn't trigger,XDGF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14278.9099989178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010021,2.0,,He,"Power test with old energy monitor - laser key wasn't in, will retry.",XDGF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14244.1555166205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010022,2.0,,He,Power test with old energy monitor: 5.34 J.,XDGF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,14495.1134322135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010023,2.0,,D/He,D/He shot.,XDGF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,17904.918786492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010024,2.0,,D/He,D/He shot.,XDGF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010025,2.0,,D/He,D/He shot.,XDGF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.34800323270000005,0.3322743595,,22918.4607148202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010026,2.0,,D/He,D/He shot.,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,22931.1329544649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010027,2.0,,D/He,D/He shot.,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010028,2.0,,D/He,D/He shot.,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-20292.019590568798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010029,2.0,,D/He,D/He shot.,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011007,2.0,,He,plasma.,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,13905.767769611299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011008,2.0,,D/He,first deuterium shot,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-17148.8851168367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011009,2.0,,D/He,deuterium shot,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,25385.579855840602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011010,2.0,,D/He,deuterium shot,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-22448.333728386402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011011,2.0,,V,deuterium shot - faulted before laser fired.,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-14104.192261614098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011012,2.0,,D/He,deuterium shot,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-22393.2241450098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011013,2.0,,V,high power vacuum,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-226.53869537970002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011014,2.0,,V,high power vacuum,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,221.7609623632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011015,2.0,,V,high power vacuum,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-381.27371223449995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011016,2.0,,D/He,deuterium shot,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-23015.6382180289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011017,2.0,,D/He,deuterium shot (laser temp. 16.9°C).,XDAF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-22567.5205495365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011018,2.0,,D/He,repeat.,XDAF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,25201.9530385082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011019,2.0,,D/He,repeat.,XDAF,1.25,1650,2300,1900,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,27056.867239717798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016009,2.0,,D/He,first D/He,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,15729.4046417159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016010,2.1,,D/He,new trig. time,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,16306.373167611799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016011,2.15,,D/He,new trig. time,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,23154.2102656076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016012,2.24,,D/He,new trig. time,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-22842.0980268369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016013,2.5,,D/He,new trig. time,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,23036.8817954262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016014,2.5,,V,HPV shot,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-164.0926930922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016015,1.6403,,D/He,Fire during V_INJ_A ~ minimum,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-22852.4649605694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016016,1.6403,,D/He,repeat,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-22456.1920080865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016017,1.6403,,V,repeat - laser not triggered!,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,22251.4195460697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016018,1.6403,,D/He,repeat,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,22171.5561167019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016019,1.643,,D/He,Fire during V_INJ_A ~ 0.,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,22266.5496456014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016020,1.643,,V,"Fire during V_INJ_A ~ 0, laser not triggered!",XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,25036.6705533069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016021,1.643,,D/He,Fire during V_INJ_A ~ 0.,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,25844.7648355317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016022,1.6469999999999998,,D/He,Fire during V_INJ_A ~ maximum,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-25672.3728948754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016023,1.6469999999999998,,D/He,Fire during V_INJ_A ~ maximum,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-25224.672948800096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016024,0.65,,V,"Fire during reconnection/formation event, laser not triggered.",XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,24860.8334524044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016025,0.65,,D/He,repeat - fault but still got data,XDAF,1.25,1650,2300,2000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-24341.076082764503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016026,2.15,,D/He,"New trig. time, higher power",XDAF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,24686.0338734225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016027,1.7,,D/He,New trig. time,XDAF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-25516.2160194965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016028,1.7,,D/He,repeat,XDAF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,24379.6689937286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017005,1.7,,He,first plasma,XDAF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-13993.7890346995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017006,1.7,,He,repeat,XDAF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-14091.037930820701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017007,1.7,,He,repeat,XDAF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,13777.299166884699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017008,1.7,,He,repeat,XDAF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,14089.009642962299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017009,1.7,,He,post-PDC,XDAF,1.25,1650,2400,2100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2969848481,0.2523885893,0.3322743595,,-15137.3469155256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
